"","Site","Exposure","Depth","Transect","Quad","Major.Category","Porcentaje"
"447","Los Molles","Exposed","shallow",3,1,"Invertebrates",0
"448","Los Molles","Exposed","shallow",3,1,"Leathery",0
"449","Los Molles","Exposed","shallow",3,1,"Substrate",0
"450","Los Molles","Exposed","shallow",3,1,"TWS",0
"451","Los Molles","Exposed","shallow",3,1,NA,0
"452","Los Molles","Exposed","shallow",3,2,"Algae indet",0
"453","Los Molles","Exposed","shallow",3,2,"Articulated Calcareous",0
"454","Los Molles","Exposed","shallow",3,2,"Corticated",0
"455","Los Molles","Exposed","shallow",3,2,"Crustose",100
"456","Los Molles","Exposed","shallow",3,2,"Filamentous",0
"457","Los Molles","Exposed","shallow",3,2,"Fish",0
"458","Los Molles","Exposed","shallow",3,2,"Invertebrates",0
"459","Los Molles","Exposed","shallow",3,2,"Leathery",0
"460","Los Molles","Exposed","shallow",3,2,"Substrate",0
"461","Los Molles","Exposed","shallow",3,2,"TWS",0
"462","Los Molles","Exposed","shallow",3,2,NA,0
"463","Los Molles","Exposed","shallow",3,3,"Algae indet",0
"464","Los Molles","Exposed","shallow",3,3,"Articulated Calcareous",0
"465","Los Molles","Exposed","shallow",3,3,"Corticated",0
"466","Los Molles","Exposed","shallow",3,3,"Crustose",43.75
"467","Los Molles","Exposed","shallow",3,3,"Filamentous",0
"468","Los Molles","Exposed","shallow",3,3,"Fish",0
"469","Los Molles","Exposed","shallow",3,3,"Invertebrates",2.083333333
"470","Los Molles","Exposed","shallow",3,3,"Leathery",0
"471","Los Molles","Exposed","shallow",3,3,"Substrate",54.16666667
"472","Los Molles","Exposed","shallow",3,3,"TWS",4
"473","Los Molles","Exposed","shallow",3,3,NA,0
"474","Los Molles","Exposed","shallow",3,4,"Algae indet",0
"475","Los Molles","Exposed","shallow",3,4,"Articulated Calcareous",0
"476","Los Molles","Exposed","shallow",3,4,"Corticated",0
"477","Los Molles","Exposed","shallow",3,4,"Crustose",85.41666667
"478","Los Molles","Exposed","shallow",3,4,"Filamentous",0
"479","Los Molles","Exposed","shallow",3,4,"Fish",0
"480","Los Molles","Exposed","shallow",3,4,"Invertebrates",6.25
"481","Los Molles","Exposed","shallow",3,4,"Leathery",0
"482","Los Molles","Exposed","shallow",3,4,"Substrate",8.333333333
"483","Los Molles","Exposed","shallow",3,4,"TWS",4
"484","Los Molles","Exposed","shallow",3,4,NA,0
"485","Los Molles","Exposed","shallow",3,5,"Algae indet",2.173913043
"486","Los Molles","Exposed","shallow",3,5,"Articulated Calcareous",0
"487","Los Molles","Exposed","shallow",3,5,"Corticated",0
"488","Los Molles","Exposed","shallow",3,5,"Crustose",47.82608696
"489","Los Molles","Exposed","shallow",3,5,"Filamentous",0
"490","Los Molles","Exposed","shallow",3,5,"Fish",0
"491","Los Molles","Exposed","shallow",3,5,"Invertebrates",36.95652174
"492","Los Molles","Exposed","shallow",3,5,"Leathery",8.695652174
"493","Los Molles","Exposed","shallow",3,5,"Substrate",4.347826087
"494","Los Molles","Exposed","shallow",3,5,"TWS",8
"495","Los Molles","Exposed","shallow",3,5,NA,0
"496","Los Molles","Exposed","shallow",3,6,"Algae indet",0
"497","Los Molles","Exposed","shallow",3,6,"Articulated Calcareous",0
"498","Los Molles","Exposed","shallow",3,6,"Corticated",0
"499","Los Molles","Exposed","shallow",3,6,"Crustose",87.5
"500","Los Molles","Exposed","shallow",3,6,"Filamentous",0
"501","Los Molles","Exposed","shallow",3,6,"Fish",0
"502","Los Molles","Exposed","shallow",3,6,"Invertebrates",12.5
"503","Los Molles","Exposed","shallow",3,6,"Leathery",0
"504","Los Molles","Exposed","shallow",3,6,"Substrate",0
"505","Los Molles","Exposed","shallow",3,6,"TWS",4
"506","Los Molles","Exposed","shallow",3,6,NA,0
"507","Los Molles","Exposed","shallow",3,7,"Algae indet",0
"508","Los Molles","Exposed","shallow",3,7,"Articulated Calcareous",0
"509","Los Molles","Exposed","shallow",3,7,"Corticated",0
"510","Los Molles","Exposed","shallow",3,7,"Crustose",95.918367344
"511","Los Molles","Exposed","shallow",3,7,"Filamentous",0
"512","Los Molles","Exposed","shallow",3,7,"Fish",0
"513","Los Molles","Exposed","shallow",3,7,"Invertebrates",2.040816327
"514","Los Molles","Exposed","shallow",3,7,"Leathery",2.040816327
"515","Los Molles","Exposed","shallow",3,7,"Substrate",0
"516","Los Molles","Exposed","shallow",3,7,"TWS",2
"517","Los Molles","Exposed","shallow",3,7,NA,0
"518","Los Molles","Exposed","shallow",3,8,"Algae indet",0
"519","Los Molles","Exposed","shallow",3,8,"Articulated Calcareous",0
"520","Los Molles","Exposed","shallow",3,8,"Corticated",0
"521","Los Molles","Exposed","shallow",3,8,"Crustose",89.795918363
"522","Los Molles","Exposed","shallow",3,8,"Filamentous",0
"523","Los Molles","Exposed","shallow",3,8,"Fish",0
"524","Los Molles","Exposed","shallow",3,8,"Invertebrates",10.204081634
"525","Los Molles","Exposed","shallow",3,8,"Leathery",0
"526","Los Molles","Exposed","shallow",3,8,"Substrate",0
"527","Los Molles","Exposed","shallow",3,8,"TWS",2
"528","Los Molles","Exposed","shallow",3,8,NA,0
"529","Los Molles","Exposed","shallow",3,9,"Algae indet",0
"530","Los Molles","Exposed","shallow",3,9,"Articulated Calcareous",0
"531","Los Molles","Exposed","shallow",3,9,"Corticated",0
"532","Los Molles","Exposed","shallow",3,9,"Crustose",89.130434783
"533","Los Molles","Exposed","shallow",3,9,"Filamentous",0
"534","Los Molles","Exposed","shallow",3,9,"Fish",0
"535","Los Molles","Exposed","shallow",3,9,"Invertebrates",10.86956522
"536","Los Molles","Exposed","shallow",3,9,"Leathery",0
"537","Los Molles","Exposed","shallow",3,9,"Substrate",0
"538","Los Molles","Exposed","shallow",3,9,"TWS",8
"539","Los Molles","Exposed","shallow",3,9,NA,0
"540","Los Molles","Exposed","shallow",3,10,"Algae indet",0
"541","Los Molles","Exposed","shallow",3,10,"Articulated Calcareous",0
"542","Los Molles","Exposed","shallow",3,10,"Corticated",0
"543","Los Molles","Exposed","shallow",3,10,"Crustose",93.47826087
"544","Los Molles","Exposed","shallow",3,10,"Filamentous",0
"545","Los Molles","Exposed","shallow",3,10,"Fish",0
"546","Los Molles","Exposed","shallow",3,10,"Invertebrates",6.52173913
"547","Los Molles","Exposed","shallow",3,10,"Leathery",0
"548","Los Molles","Exposed","shallow",3,10,"Substrate",0
"549","Los Molles","Exposed","shallow",3,10,"TWS",8
"550","Los Molles","Exposed","shallow",3,10,NA,0
"551","Los Molles","protected","deep",1,1,"Algae indet",0
"552","Los Molles","protected","deep",1,1,"Articulated Calcareous",0
"553","Los Molles","protected","deep",1,1,"Corticated",0
"554","Los Molles","protected","deep",1,1,"Crustose",88.0952381
"555","Los Molles","protected","deep",1,1,"Filamentous",2.380952381
"556","Los Molles","protected","deep",1,1,"Fish",0
"557","Los Molles","protected","deep",1,1,"Invertebrates",2.380952381
"558","Los Molles","protected","deep",1,1,"Leathery",0
"559","Los Molles","protected","deep",1,1,"Substrate",7.142857143
"560","Los Molles","protected","deep",1,1,"TWS",16
"561","Los Molles","protected","deep",1,1,NA,0
"562","Los Molles","protected","deep",1,2,"Algae indet",0
"563","Los Molles","protected","deep",1,2,"Articulated Calcareous",0
"564","Los Molles","protected","deep",1,2,"Corticated",0
"565","Los Molles","protected","deep",1,2,"Crustose",91.111111109
"566","Los Molles","protected","deep",1,2,"Filamentous",0
"567","Los Molles","protected","deep",1,2,"Fish",0
"568","Los Molles","protected","deep",1,2,"Invertebrates",2.222222222
"569","Los Molles","protected","deep",1,2,"Leathery",0
"570","Los Molles","protected","deep",1,2,"Substrate",6.666666666
"571","Los Molles","protected","deep",1,2,"TWS",10
"572","Los Molles","protected","deep",1,2,NA,0
"573","Los Molles","protected","deep",1,3,"Algae indet",0
"574","Los Molles","protected","deep",1,3,"Articulated Calcareous",0
"575","Los Molles","protected","deep",1,3,"Corticated",0
"576","Los Molles","protected","deep",1,3,"Crustose",83.720930236
"577","Los Molles","protected","deep",1,3,"Filamentous",0
"578","Los Molles","protected","deep",1,3,"Fish",0
"579","Los Molles","protected","deep",1,3,"Invertebrates",16.279069767
"580","Los Molles","protected","deep",1,3,"Leathery",0
"581","Los Molles","protected","deep",1,3,"Substrate",0
"582","Los Molles","protected","deep",1,3,"TWS",14
"583","Los Molles","protected","deep",1,3,NA,0
"584","Los Molles","protected","deep",1,4,"Algae indet",0
"585","Los Molles","protected","deep",1,4,"Articulated Calcareous",0
"586","Los Molles","protected","deep",1,4,"Corticated",0
"587","Los Molles","protected","deep",1,4,"Crustose",100
"588","Los Molles","protected","deep",1,4,"Filamentous",0
"589","Los Molles","protected","deep",1,4,"Fish",0
"590","Los Molles","protected","deep",1,4,"Invertebrates",0
"591","Los Molles","protected","deep",1,4,"Leathery",0
"592","Los Molles","protected","deep",1,4,"Substrate",0
"593","Los Molles","protected","deep",1,4,"TWS",0
"594","Los Molles","protected","deep",1,4,NA,0
"595","Los Molles","protected","deep",1,5,"Algae indet",0
"596","Los Molles","protected","deep",1,5,"Articulated Calcareous",0
"597","Los Molles","protected","deep",1,5,"Corticated",0
"598","Los Molles","protected","deep",1,5,"Crustose",89.795918367
"599","Los Molles","protected","deep",1,5,"Filamentous",0
"600","Los Molles","protected","deep",1,5,"Fish",0
"601","Los Molles","protected","deep",1,5,"Invertebrates",8.163265306
"602","Los Molles","protected","deep",1,5,"Leathery",0
"603","Los Molles","protected","deep",1,5,"Substrate",2.040816327
"604","Los Molles","protected","deep",1,5,"TWS",2
"605","Los Molles","protected","deep",1,5,NA,0
"606","Los Molles","protected","deep",1,6,"Algae indet",0
"607","Los Molles","protected","deep",1,6,"Articulated Calcareous",0
"608","Los Molles","protected","deep",1,6,"Corticated",0
"609","Los Molles","protected","deep",1,6,"Crustose",93.749999999
"610","Los Molles","protected","deep",1,6,"Filamentous",0
"611","Los Molles","protected","deep",1,6,"Fish",0
"612","Los Molles","protected","deep",1,6,"Invertebrates",6.25
"613","Los Molles","protected","deep",1,6,"Leathery",0
"614","Los Molles","protected","deep",1,6,"Substrate",0
"615","Los Molles","protected","deep",1,6,"TWS",4
"616","Los Molles","protected","deep",1,6,NA,0
"617","Los Molles","protected","deep",1,7,"Algae indet",2.040816327
"618","Los Molles","protected","deep",1,7,"Articulated Calcareous",0
"619","Los Molles","protected","deep",1,7,"Corticated",0
"620","Los Molles","protected","deep",1,7,"Crustose",75.51020408
"621","Los Molles","protected","deep",1,7,"Filamentous",0
"622","Los Molles","protected","deep",1,7,"Fish",0
"623","Los Molles","protected","deep",1,7,"Invertebrates",22.44897959
"624","Los Molles","protected","deep",1,7,"Leathery",0
"625","Los Molles","protected","deep",1,7,"Substrate",0
"626","Los Molles","protected","deep",1,7,"TWS",2
"627","Los Molles","protected","deep",1,7,NA,0
"628","Los Molles","protected","deep",1,8,"Algae indet",0
"629","Los Molles","protected","deep",1,8,"Articulated Calcareous",0
"630","Los Molles","protected","deep",1,8,"Corticated",0
"631","Los Molles","protected","deep",1,8,"Crustose",70.270270273
"632","Los Molles","protected","deep",1,8,"Filamentous",0
"633","Los Molles","protected","deep",1,8,"Fish",0
"634","Los Molles","protected","deep",1,8,"Invertebrates",8.108108108
"635","Los Molles","protected","deep",1,8,"Leathery",0
"636","Los Molles","protected","deep",1,8,"Substrate",21.62162162
"637","Los Molles","protected","deep",1,8,"TWS",26
"638","Los Molles","protected","deep",1,8,NA,0
"639","Los Molles","protected","deep",1,9,"Algae indet",0
"640","Los Molles","protected","deep",1,9,"Articulated Calcareous",0
"641","Los Molles","protected","deep",1,9,"Corticated",0
"642","Los Molles","protected","deep",1,9,"Crustose",95.918367346
"643","Los Molles","protected","deep",1,9,"Filamentous",0
"644","Los Molles","protected","deep",1,9,"Fish",0
"645","Los Molles","protected","deep",1,9,"Invertebrates",2.040816327
"646","Los Molles","protected","deep",1,9,"Leathery",0
"647","Los Molles","protected","deep",1,9,"Substrate",2.040816327
"648","Los Molles","protected","deep",1,9,"TWS",2
"649","Los Molles","protected","deep",1,9,NA,0
"650","Los Molles","protected","deep",1,10,"Algae indet",0
"651","Los Molles","protected","deep",1,10,"Articulated Calcareous",0
"652","Los Molles","protected","deep",1,10,"Corticated",0
"653","Los Molles","protected","deep",1,10,"Crustose",71.428571427
"654","Los Molles","protected","deep",1,10,"Filamentous",0
"655","Los Molles","protected","deep",1,10,"Fish",0
"656","Los Molles","protected","deep",1,10,"Invertebrates",8.163265306
"657","Los Molles","protected","deep",1,10,"Leathery",0
"658","Los Molles","protected","deep",1,10,"Substrate",20.408163266
"659","Los Molles","protected","deep",1,10,"TWS",2
"660","Los Molles","protected","deep",1,10,NA,0
"661","Los Molles","protected","deep",2,1,"Algae indet",2.272727273
"662","Los Molles","protected","deep",2,1,"Articulated Calcareous",0
"663","Los Molles","protected","deep",2,1,"Corticated",0
"664","Los Molles","protected","deep",2,1,"Crustose",15.909090913
"665","Los Molles","protected","deep",2,1,"Filamentous",0
"666","Los Molles","protected","deep",2,1,"Fish",0
"667","Los Molles","protected","deep",2,1,"Invertebrates",79.545454548
"668","Los Molles","protected","deep",2,1,"Leathery",0
"669","Los Molles","protected","deep",2,1,"Substrate",2.272727273
"670","Los Molles","protected","deep",2,1,"TWS",12
"671","Los Molles","protected","deep",2,1,NA,0
"672","Los Molles","protected","deep",2,2,"Algae indet",2.083333333
"673","Los Molles","protected","deep",2,2,"Articulated Calcareous",0
"674","Los Molles","protected","deep",2,2,"Corticated",0
"675","Los Molles","protected","deep",2,2,"Crustose",58.33333334
"676","Los Molles","protected","deep",2,2,"Filamentous",0
"677","Los Molles","protected","deep",2,2,"Fish",0
"678","Los Molles","protected","deep",2,2,"Invertebrates",35.416666667
"679","Los Molles","protected","deep",2,2,"Leathery",0
"680","Los Molles","protected","deep",2,2,"Substrate",4.166666667
"681","Los Molles","protected","deep",2,2,"TWS",4
"682","Los Molles","protected","deep",2,2,NA,0
"683","Los Molles","protected","deep",2,3,"Algae indet",0
"684","Los Molles","protected","deep",2,3,"Articulated Calcareous",0
"685","Los Molles","protected","deep",2,3,"Corticated",0
"686","Los Molles","protected","deep",2,3,"Crustose",89.361702128
"687","Los Molles","protected","deep",2,3,"Filamentous",0
"688","Los Molles","protected","deep",2,3,"Fish",0
"689","Los Molles","protected","deep",2,3,"Invertebrates",10.638297871
"690","Los Molles","protected","deep",2,3,"Leathery",0
"691","Los Molles","protected","deep",2,3,"Substrate",0
"692","Los Molles","protected","deep",2,3,"TWS",6
"693","Los Molles","protected","deep",2,3,NA,0
"694","Los Molles","protected","deep",2,4,"Algae indet",0
"695","Los Molles","protected","deep",2,4,"Articulated Calcareous",0
"696","Los Molles","protected","deep",2,4,"Corticated",0
"697","Los Molles","protected","deep",2,4,"Crustose",97.82608695
"698","Los Molles","protected","deep",2,4,"Filamentous",0
"699","Los Molles","protected","deep",2,4,"Fish",0
"700","Los Molles","protected","deep",2,4,"Invertebrates",2.173913043
"701","Los Molles","protected","deep",2,4,"Leathery",0
"702","Los Molles","protected","deep",2,4,"Substrate",0
"703","Los Molles","protected","deep",2,4,"TWS",8
"704","Los Molles","protected","deep",2,4,NA,0
"705","Los Molles","protected","deep",2,5,"Algae indet",0
"706","Los Molles","protected","deep",2,5,"Articulated Calcareous",0
"707","Los Molles","protected","deep",2,5,"Corticated",0
"708","Los Molles","protected","deep",2,5,"Crustose",76.08695652
"709","Los Molles","protected","deep",2,5,"Filamentous",0
"710","Los Molles","protected","deep",2,5,"Fish",0
"711","Los Molles","protected","deep",2,5,"Invertebrates",10.869565217
"712","Los Molles","protected","deep",2,5,"Leathery",0
"713","Los Molles","protected","deep",2,5,"Substrate",13.043478263
"714","Los Molles","protected","deep",2,5,"TWS",8
"715","Los Molles","protected","deep",2,5,NA,0
"716","Los Molles","protected","deep",2,6,"Algae indet",0
"717","Los Molles","protected","deep",2,6,"Articulated Calcareous",2.222222222
"718","Los Molles","protected","deep",2,6,"Corticated",0
"719","Los Molles","protected","deep",2,6,"Crustose",77.777777784
"720","Los Molles","protected","deep",2,6,"Filamentous",2.222222222
"721","Los Molles","protected","deep",2,6,"Fish",0
"722","Los Molles","protected","deep",2,6,"Invertebrates",15.555555554
"723","Los Molles","protected","deep",2,6,"Leathery",0
"724","Los Molles","protected","deep",2,6,"Substrate",2.222222222
"725","Los Molles","protected","deep",2,6,"TWS",10
"726","Los Molles","protected","deep",2,6,NA,0
"727","Los Molles","protected","deep",2,7,"Algae indet",2.173913043
"728","Los Molles","protected","deep",2,7,"Articulated Calcareous",0
"729","Los Molles","protected","deep",2,7,"Corticated",0
"730","Los Molles","protected","deep",2,7,"Crustose",84.7826087
"731","Los Molles","protected","deep",2,7,"Filamentous",0
"732","Los Molles","protected","deep",2,7,"Fish",0
"733","Los Molles","protected","deep",2,7,"Invertebrates",6.52173913
"734","Los Molles","protected","deep",2,7,"Leathery",0
"735","Los Molles","protected","deep",2,7,"Substrate",6.52173913
"736","Los Molles","protected","deep",2,7,"TWS",8
"737","Los Molles","protected","deep",2,7,NA,0
"738","Los Molles","protected","deep",2,8,"Algae indet",4.166666667
"739","Los Molles","protected","deep",2,8,"Articulated Calcareous",0
"740","Los Molles","protected","deep",2,8,"Corticated",0
"741","Los Molles","protected","deep",2,8,"Crustose",81.250000003
"742","Los Molles","protected","deep",2,8,"Filamentous",12.5
"743","Los Molles","protected","deep",2,8,"Fish",0
"744","Los Molles","protected","deep",2,8,"Invertebrates",2.083333333
"745","Los Molles","protected","deep",2,8,"Leathery",0
"746","Los Molles","protected","deep",2,8,"Substrate",0
"747","Los Molles","protected","deep",2,8,"TWS",4
"748","Los Molles","protected","deep",2,8,NA,0
"749","Los Molles","protected","deep",2,9,"Algae indet",2.083333333
"750","Los Molles","protected","deep",2,9,"Articulated Calcareous",0
"751","Los Molles","protected","deep",2,9,"Corticated",0
"752","Los Molles","protected","deep",2,9,"Crustose",77.08333334
"753","Los Molles","protected","deep",2,9,"Filamentous",0
"754","Los Molles","protected","deep",2,9,"Fish",0
"755","Los Molles","protected","deep",2,9,"Invertebrates",20.83333333
"756","Los Molles","protected","deep",2,9,"Leathery",0
"757","Los Molles","protected","deep",2,9,"Substrate",0
"758","Los Molles","protected","deep",2,9,"TWS",4
"759","Los Molles","protected","deep",2,9,NA,0
"760","Los Molles","protected","deep",2,10,"Algae indet",0
"761","Los Molles","protected","deep",2,10,"Articulated Calcareous",0
"762","Los Molles","protected","deep",2,10,"Corticated",0
"763","Los Molles","protected","deep",2,10,"Crustose",78.04878049
"764","Los Molles","protected","deep",2,10,"Filamentous",0
"765","Los Molles","protected","deep",2,10,"Fish",0
"766","Los Molles","protected","deep",2,10,"Invertebrates",17.07317073
"767","Los Molles","protected","deep",2,10,"Leathery",0
"768","Los Molles","protected","deep",2,10,"Substrate",4.87804878
"769","Los Molles","protected","deep",2,10,"TWS",18
"770","Los Molles","protected","deep",2,10,NA,0
"771","Los Molles","protected","deep",3,1,"Algae indet",5
"772","Los Molles","protected","deep",3,1,"Articulated Calcareous",0
"773","Los Molles","protected","deep",3,1,"Corticated",0
"774","Los Molles","protected","deep",3,1,"Crustose",50
"775","Los Molles","protected","deep",3,1,"Filamentous",2.5
"776","Los Molles","protected","deep",3,1,"Fish",0
"777","Los Molles","protected","deep",3,1,"Invertebrates",12.5
"778","Los Molles","protected","deep",3,1,"Leathery",0
"779","Los Molles","protected","deep",3,1,"Substrate",30
"780","Los Molles","protected","deep",3,1,"TWS",20
"781","Los Molles","protected","deep",3,1,NA,0
"782","Los Molles","protected","deep",3,2,"Algae indet",2.272727273
"783","Los Molles","protected","deep",3,2,"Articulated Calcareous",0
"784","Los Molles","protected","deep",3,2,"Corticated",0
"785","Los Molles","protected","deep",3,2,"Crustose",68.18181818
"786","Los Molles","protected","deep",3,2,"Filamentous",2.272727273
"787","Los Molles","protected","deep",3,2,"Fish",0
"788","Los Molles","protected","deep",3,2,"Invertebrates",4.545454545
"789","Los Molles","protected","deep",3,2,"Leathery",0
"790","Los Molles","protected","deep",3,2,"Substrate",22.727272728
"791","Los Molles","protected","deep",3,2,"TWS",12
"792","Los Molles","protected","deep",3,2,NA,0
"793","Los Molles","protected","deep",3,3,"Algae indet",2.222222222
"794","Los Molles","protected","deep",3,3,"Articulated Calcareous",0
"795","Los Molles","protected","deep",3,3,"Corticated",0
"796","Los Molles","protected","deep",3,3,"Crustose",51.11111111
"797","Los Molles","protected","deep",3,3,"Filamentous",0
"798","Los Molles","protected","deep",3,3,"Fish",0
"799","Los Molles","protected","deep",3,3,"Invertebrates",4.444444444
"800","Los Molles","protected","deep",3,3,"Leathery",2.222222222
"801","Los Molles","protected","deep",3,3,"Substrate",39.999999994
"802","Los Molles","protected","deep",3,3,"TWS",10
"803","Los Molles","protected","deep",3,3,NA,0
"804","Los Molles","protected","deep",3,4,"Algae indet",0
"805","Los Molles","protected","deep",3,4,"Articulated Calcareous",0
"806","Los Molles","protected","deep",3,4,"Corticated",0
"807","Los Molles","protected","deep",3,4,"Crustose",43.75
"808","Los Molles","protected","deep",3,4,"Filamentous",43.75
"809","Los Molles","protected","deep",3,4,"Fish",0
"810","Los Molles","protected","deep",3,4,"Invertebrates",0
"811","Los Molles","protected","deep",3,4,"Leathery",0
"812","Los Molles","protected","deep",3,4,"Substrate",12.5
"813","Los Molles","protected","deep",3,4,"TWS",4
"814","Los Molles","protected","deep",3,4,NA,0
"815","Los Molles","protected","deep",3,5,"Algae indet",2.43902439
"816","Los Molles","protected","deep",3,5,"Articulated Calcareous",0
"817","Los Molles","protected","deep",3,5,"Corticated",0
"818","Los Molles","protected","deep",3,5,"Crustose",21.95121951
"819","Los Molles","protected","deep",3,5,"Filamentous",0
"820","Los Molles","protected","deep",3,5,"Fish",0
"821","Los Molles","protected","deep",3,5,"Invertebrates",0
"822","Los Molles","protected","deep",3,5,"Leathery",17.07317073
"823","Los Molles","protected","deep",3,5,"Substrate",58.53658536
"824","Los Molles","protected","deep",3,5,"TWS",18
"825","Los Molles","protected","deep",3,5,NA,0
"826","Los Molles","protected","deep",3,6,"Algae indet",2.272727273
"827","Los Molles","protected","deep",3,6,"Articulated Calcareous",0
"828","Los Molles","protected","deep",3,6,"Corticated",0
"829","Los Molles","protected","deep",3,6,"Crustose",43.181818185
"830","Los Molles","protected","deep",3,6,"Filamentous",47.72727273
"831","Los Molles","protected","deep",3,6,"Fish",0
"832","Los Molles","protected","deep",3,6,"Invertebrates",2.272727273
"833","Los Molles","protected","deep",3,6,"Leathery",0
"834","Los Molles","protected","deep",3,6,"Substrate",4.545454546
"835","Los Molles","protected","deep",3,6,"TWS",12
"836","Los Molles","protected","deep",3,6,NA,0
"837","Los Molles","protected","deep",3,7,"Algae indet",4.255319149
"838","Los Molles","protected","deep",3,7,"Articulated Calcareous",0
"839","Los Molles","protected","deep",3,7,"Corticated",0
"840","Los Molles","protected","deep",3,7,"Crustose",4.255319149
"841","Los Molles","protected","deep",3,7,"Filamentous",0
"842","Los Molles","protected","deep",3,7,"Fish",0
"843","Los Molles","protected","deep",3,7,"Invertebrates",0
"844","Los Molles","protected","deep",3,7,"Leathery",38.29787234
"845","Los Molles","protected","deep",3,7,"Substrate",53.191489361
"846","Los Molles","protected","deep",3,7,"TWS",6
"847","Los Molles","protected","deep",3,7,NA,0
"848","Los Molles","protected","deep",3,8,"Algae indet",2.222222222
"849","Los Molles","protected","deep",3,8,"Articulated Calcareous",0
"850","Los Molles","protected","deep",3,8,"Corticated",0
"851","Los Molles","protected","deep",3,8,"Crustose",11.11111111
"852","Los Molles","protected","deep",3,8,"Filamentous",0
"853","Los Molles","protected","deep",3,8,"Fish",0
"854","Los Molles","protected","deep",3,8,"Invertebrates",0
"855","Los Molles","protected","deep",3,8,"Leathery",11.11111111
"856","Los Molles","protected","deep",3,8,"Substrate",75.55555556
"857","Los Molles","protected","deep",3,8,"TWS",10
"858","Los Molles","protected","deep",3,8,NA,0
"859","Los Molles","protected","deep",3,9,"Algae indet",4.166666667
"860","Los Molles","protected","deep",3,9,"Articulated Calcareous",0
"861","Los Molles","protected","deep",3,9,"Corticated",0
"862","Los Molles","protected","deep",3,9,"Crustose",58.333333327
"863","Los Molles","protected","deep",3,9,"Filamentous",24.999999997
"864","Los Molles","protected","deep",3,9,"Fish",0
"865","Los Molles","protected","deep",3,9,"Invertebrates",2.083333333
"866","Los Molles","protected","deep",3,9,"Leathery",0
"867","Los Molles","protected","deep",3,9,"Substrate",10.416666666
"868","Los Molles","protected","deep",3,9,"TWS",4
"869","Los Molles","protected","deep",3,9,NA,0
"870","Los Molles","protected","deep",3,10,"Algae indet",0
"871","Los Molles","protected","deep",3,10,"Articulated Calcareous",0
"872","Los Molles","protected","deep",3,10,"Corticated",0
"873","Los Molles","protected","deep",3,10,"Crustose",93.181818175
"874","Los Molles","protected","deep",3,10,"Filamentous",2.272727273
"875","Los Molles","protected","deep",3,10,"Fish",0
"876","Los Molles","protected","deep",3,10,"Invertebrates",0
"877","Los Molles","protected","deep",3,10,"Leathery",0
"878","Los Molles","protected","deep",3,10,"Substrate",4.545454545
"879","Los Molles","protected","deep",3,10,"TWS",12
"880","Los Molles","protected","deep",3,10,NA,0
"881","Los Molles","protected","shallow",1,1,"Algae indet",6.382978723
"882","Los Molles","protected","shallow",1,1,"Articulated Calcareous",0
"883","Los Molles","protected","shallow",1,1,"Corticated",0
"884","Los Molles","protected","shallow",1,1,"Crustose",2.127659574
"885","Los Molles","protected","shallow",1,1,"Filamentous",89.36170213
"886","Los Molles","protected","shallow",1,1,"Fish",0
"887","Los Molles","protected","shallow",1,1,"Invertebrates",0
"888","Los Molles","protected","shallow",1,1,"Leathery",2.127659574
"889","Los Molles","protected","shallow",1,1,"Substrate",0
"890","Los Molles","protected","shallow",1,1,"TWS",0
"891","Los Molles","protected","shallow",1,1,NA,0
"892","Los Molles","protected","shallow",1,2,"Algae indet",2.325581395
"893","Los Molles","protected","shallow",1,2,"Articulated Calcareous",0
"894","Los Molles","protected","shallow",1,2,"Corticated",0
"895","Los Molles","protected","shallow",1,2,"Crustose",79.06976744
"896","Los Molles","protected","shallow",1,2,"Filamentous",6.976744186
"897","Los Molles","protected","shallow",1,2,"Fish",0
"898","Los Molles","protected","shallow",1,2,"Invertebrates",6.976744186
"899","Los Molles","protected","shallow",1,2,"Leathery",0
"900","Los Molles","protected","shallow",1,2,"Substrate",4.651162791
"901","Los Molles","protected","shallow",1,2,"TWS",14
"902","Los Molles","protected","shallow",1,2,NA,0
"903","Los Molles","protected","shallow",1,3,"Algae indet",0
"904","Los Molles","protected","shallow",1,3,"Articulated Calcareous",0
"905","Los Molles","protected","shallow",1,3,"Corticated",0
"906","Los Molles","protected","shallow",1,3,"Crustose",95.238095242
"907","Los Molles","protected","shallow",1,3,"Filamentous",4.761904762
"908","Los Molles","protected","shallow",1,3,"Fish",0
"909","Los Molles","protected","shallow",1,3,"Invertebrates",0
"910","Los Molles","protected","shallow",1,3,"Leathery",0
"911","Los Molles","protected","shallow",1,3,"Substrate",0
"912","Los Molles","protected","shallow",1,3,"TWS",16
"913","Los Molles","protected","shallow",1,3,NA,0
"914","Los Molles","protected","shallow",1,4,"Algae indet",2.272727273
"915","Los Molles","protected","shallow",1,4,"Articulated Calcareous",0
"916","Los Molles","protected","shallow",1,4,"Corticated",0
"917","Los Molles","protected","shallow",1,4,"Crustose",56.818181823
"918","Los Molles","protected","shallow",1,4,"Filamentous",40.90909091
"919","Los Molles","protected","shallow",1,4,"Fish",0
"920","Los Molles","protected","shallow",1,4,"Invertebrates",0
"921","Los Molles","protected","shallow",1,4,"Leathery",0
"922","Los Molles","protected","shallow",1,4,"Substrate",0
"923","Los Molles","protected","shallow",1,4,"TWS",12
"924","Los Molles","protected","shallow",1,4,NA,0
